# content: woodwell rts polygon coordinates
# date: Nov 2021
# region: yamal and gydan
# description:'yes' category only, active regions only
# Version=1.0
Long,Lat
68.70005002,70.16298581
68.7527804,70.15830177
68.45275272,69.62714853
68.45394041,69.62579148
68.44670342,69.62715727
68.56733754,70.08964783
68.53180203,69.85533503
76.67264912,69.86574794
76.59254612,69.86726972
77.75063365,70.20261368
68.12902401,70.19498024
68.29188391,70.18537754
68.53444603,70.1642332
68.52387332,70.12893606
68.37186231,70.0686606
68.42097359,70.03669976
68.6264548,70.01104502
68.41302531,70.0052973
68.28547357,70.00734557
68.28606881,70.00701592
68.38730061,69.94289855
68.33434957,69.94128623
68.4783277,69.91253318
68.43723425,69.91010082
77.88545862,70.31274506
77.98971317,70.27648295
77.88887307,70.20889021
78.29162357,70.04252376
70.45421231,71.09141621
70.44758179,71.09348865
69.17867619,70.28056295
69.0169,70.23271673
69.01230324,70.23081634
69.01109717,70.23183154
68.9905505,70.22749787
