Long,Lat
68.25519129,69.97549274
68.36775151,70.02751734
68.41022097,69.89734475
68.41798629,69.88310556
68.49044786,69.86699519
68.53257992,69.87856087
68.471803,69.8850264
68.47943508,69.95030527
68.50780024,69.96473268
67.70681697,69.79628107
67.66330025,69.79989908
67.61138635,69.79626563
67.59046197,69.78598391
67.75305229,69.76122955
67.77594325,69.75292379
67.86417746,69.755346
67.92876962,69.75927098
67.95393244,69.7044909
67.94784108,69.69589261
67.94900229,69.67575023
67.95298863,69.66570027
68.02545285,69.70293257
68.00228503,69.72337108
67.80603073,69.75311151
67.77725425,69.77794001
67.78067623,69.81399107
67.77001272,69.83340072
67.696405,69.832753
67.5052322,69.87581329
67.69866372,69.87278641
67.66792502,69.87162489
67.77639605,69.85264462
67.82162621,69.87277122
67.84335086,69.88406023
67.79939978,69.90576758
67.80068605,69.92085802
67.79439031,69.93611167
67.84539819,69.93722904
67.85813431,69.94682301
67.91050645,69.95738713
67.89938612,69.95598541
67.7772469,69.96733199
67.75517923,69.96190213
67.72599507,69.95707539
67.56851611,69.96532795
67.54114356,69.97066304
67.52934543,69.96896219
67.47972131,69.96298523
67.46165148,69.96112498
68.54294807,69.85862906
68.47001326,69.82537005
68.53846849,69.83500765
68.59778032,69.82938609
68.60590793,69.82314973
68.45769101,69.90156458
68.33953104,69.93331577
68.17125866,69.96994691
68.09761644,69.97208923
68.0587824,69.96563882
68.0982598,69.95888357
68.13395001,69.95465265
68.11730349,69.97029882
68.13287785,69.98225983
68.10492169,69.98949368
68.11820997,70.0027048
68.16497755,70.02985243
68.13349598,70.03460836
68.12197764,70.05090896
68.04885093,70.06067466
68.00097285,70.06158891
67.95008064,70.05604095
67.90306431,70.05330058
67.83420451,70.05214046
67.77838601,70.04820707
67.74237589,70.04073358
67.6553156,70.07307116
67.63652652,70.06841763
67.59515917,70.07518712
67.57776444,70.07006099
67.56398906,70.06257765
67.5520753,70.07297997
67.55373962,70.10458344
67.54118158,70.11663786
67.50924139,70.11901526
67.56996879,70.12789839
67.51547653,70.15469512
70.24868173,67.55449005
67.58857271,70.13591078
67.58021242,70.17040031
67.52146444,70.1660035
67.49335658,70.1856316
67.52138675,70.18329657
67.48561367,70.17285327
67.60707413,70.18373013
67.60066778,70.16416791
67.62814619,70.16189735
67.63828781,70.17540949
67.65171794,70.15456114
67.59764184,70.15114595
67.66675769,70.16538437
67.5922713,70.12190473
67.60819335,70.11679012
67.58986924,70.09969992
67.66097853,70.10436261
67.69360937,70.10909164
67.74238949,70.13528993
67.65753563,70.13015722
67.68497869,70.18295247
67.65359069,70.17623904
67.62482064,70.19620699
67.70183338,70.19549352
67.53386863,70.20357663
67.6663371,70.21459978
67.76825312,70.18003947
67.83109093,70.1676604
67.86026768,70.18630292
67.81774643,70.19963989
67.90433946,70.20344967
67.89058412,70.19694103
67.92412377,70.19666223
67.9442295,70.19216568
67.94993469,70.20610626
67.92180412,70.18748684
67.95636177,70.18868483
67.97639918,70.19923227
67.99740451,70.2094241
68.04787987,70.21089819
68.05471856,70.19155205
