#content: woodwell rts polygon coordinates
#date: Jan 2022
#region: yamal and gydan
#description:'yes/maybe/no=1,2,3' category, active/general regions
#Version:raw data v2.0
OID_,Id,area_km2,CreationDa,EditDate,code_id,Long,Lat,Act_or_Gen
374,375,0.04811502,2/23/2021 0:00,2/23/2021 0:00,3,68.71792769,68.98727654,
375,376,0.035239538,2/23/2021 0:00,2/23/2021 0:00,3,68.88860709,68.96773159,
376,377,0.028794203,2/23/2021 0:00,2/23/2021 0:00,3,68.93877385,68.99781485,
377,378,0.003235804,2/23/2021 0:00,2/23/2021 0:00,1,70.45421231,71.09141621,Active
378,379,0.000913404,2/23/2021 0:00,2/23/2021 0:00,1,70.44760883,71.09348359,Active
379,380,0.012114145,2/24/2021 0:00,2/24/2021 0:00,3,68.46275833,69.80269003,
380,381,0.010734802,2/24/2021 0:00,2/24/2021 0:00,3,68.48110452,69.81194193,
381,382,0.00077754,2/24/2021 0:00,2/24/2021 0:00,3,68.4887338,69.79193008,
382,383,0.002086094,2/24/2021 0:00,2/24/2021 0:00,3,67.85598193,69.83510486,
383,384,0.001595559,2/24/2021 0:00,2/24/2021 0:00,3,67.87157143,69.8341072,
384,385,0.001078572,2/24/2021 0:00,2/24/2021 0:00,3,67.93644598,69.83423089,
385,386,0.001189442,2/24/2021 0:00,2/24/2021 0:00,3,67.94419163,69.84828092,
386,387,0.001599272,2/24/2021 0:00,2/24/2021 0:00,3,67.7665201,69.82084607,
387,388,0.000301939,2/24/2021 0:00,2/24/2021 0:00,3,67.79209418,69.8012072,
388,389,0.000161442,2/24/2021 0:00,2/24/2021 0:00,3,67.78444087,69.80096585,
389,390,0.001593983,2/24/2021 0:00,2/24/2021 0:00,3,67.80245784,69.7993729,
390,391,0.001976203,2/24/2021 0:00,2/24/2021 0:00,3,67.82269317,69.78860308,
391,392,0.029492805,2/24/2021 0:00,2/24/2021 0:00,1,69.17867619,70.28056295,Active
392,393,0.001131704,3/2/2021 0:00,3/2/2021 0:00,3,68.37961961,69.70800462,
393,394,0.000668912,3/2/2021 0:00,3/2/2021 0:00,3,68.44771184,69.68974827,
394,395,0.001547678,3/2/2021 0:00,3/2/2021 0:00,3,79.20161121,71.21509993,
395,396,0.003598613,3/2/2021 0:00,3/2/2021 0:00,3,79.09440254,71.24071661,
396,397,0.008617507,3/2/2021 0:00,3/2/2021 0:00,3,79.40885354,71.36418347,
397,398,0.000708769,3/2/2021 0:00,3/2/2021 0:00,3,77.90555847,70.41679792,
398,399,0.000416762,3/2/2021 0:00,3/2/2021 0:00,3,77.84050732,70.41388772,
399,400,0.001121492,3/2/2021 0:00,3/2/2021 0:00,3,77.89402551,70.43994988,
400,401,0.000826925,3/2/2021 0:00,3/2/2021 0:00,3,77.80651656,70.43761331,
401,402,0.000303886,3/2/2021 0:00,3/2/2021 0:00,3,77.77500845,70.4437854,
402,403,0.000250865,3/2/2021 0:00,3/2/2021 0:00,3,77.68836535,70.41440404,
403,404,0.000275647,3/2/2021 0:00,3/2/2021 0:00,3,77.70541226,70.39167089,
404,405,0.000266889,3/2/2021 0:00,3/2/2021 0:00,3,77.68732707,70.36987659,
405,406,0.000386644,3/2/2021 0:00,3/2/2021 0:00,3,77.65291495,70.37082946,
406,407,4.79275E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.63800486,70.3726752,
407,408,7.68251E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.62707273,70.37810077,
408,409,8.03415E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.60855582,70.37561683,
409,410,0.000134862,3/2/2021 0:00,3/2/2021 0:00,3,77.62307069,70.38669259,
410,411,7.44838E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.58792288,70.39146327,
411,412,0.000223819,3/2/2021 0:00,3/2/2021 0:00,3,77.57726017,70.39870427,
412,413,5.32014E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.56472492,70.39290476,
413,414,8.77832E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.55060045,70.39888943,
414,415,0.000149929,3/2/2021 0:00,3/2/2021 0:00,3,77.51625566,70.39481279,
415,416,7.64094E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.48751331,70.38506356,
416,417,7.60093E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.48353968,70.37909336,
417,418,1.79334E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.44449747,70.36920216,
418,419,2.5848E-05,3/2/2021 0:00,3/2/2021 0:00,3,77.43062397,70.36326401,
419,420,0.000148865,3/2/2021 0:00,3/2/2021 0:00,3,77.41471605,70.36247698,
420,421,0.000231779,3/2/2021 0:00,3/2/2021 0:00,3,77.40637968,70.35804151,
421,422,0.000267324,3/2/2021 0:00,3/2/2021 0:00,3,77.39183343,70.3633452,
422,423,0.000332715,3/2/2021 0:00,3/2/2021 0:00,3,77.37475812,70.35485742,
423,424,0.000130385,3/2/2021 0:00,3/2/2021 0:00,3,77.37429962,70.34321378,
424,425,0.0001252,3/2/2021 0:00,3/2/2021 0:00,3,77.37382712,70.32938808,
425,426,0.000117595,3/2/2021 0:00,3/2/2021 0:00,3,77.38604302,70.32488853,
426,427,0.000187071,3/2/2021 0:00,3/2/2021 0:00,3,77.40001655,70.31876028,
427,428,0.00027995,3/2/2021 0:00,3/2/2021 0:00,3,77.4004918,70.31370873,
428,429,0.000101444,3/2/2021 0:00,3/2/2021 0:00,3,77.38371186,70.30227318,
429,430,0.000113452,3/2/2021 0:00,3/2/2021 0:00,3,77.37844351,70.30088653,
430,431,0.000123551,3/2/2021 0:00,3/2/2021 0:00,3,77.37560177,70.29596989,
431,432,0.000874524,3/2/2021 0:00,3/2/2021 0:00,3,77.36778581,70.30875939,
432,433,0.001267543,3/2/2021 0:00,3/2/2021 0:00,3,77.33475746,70.29656404,
433,434,0.000680277,3/2/2021 0:00,3/2/2021 0:00,3,77.3294952,70.31908767,
434,435,0.000618912,3/2/2021 0:00,3/2/2021 0:00,3,77.33656906,70.32270181,
435,436,0.001278074,3/2/2021 0:00,3/2/2021 0:00,3,77.2845977,70.32319191,
436,437,0.000904565,3/2/2021 0:00,3/2/2021 0:00,3,77.25686786,70.32436437,
437,438,0.001113324,3/2/2021 0:00,3/2/2021 0:00,3,77.25041788,70.32837874,
438,439,0.000749527,3/2/2021 0:00,3/2/2021 0:00,3,77.23001065,70.32616359,
439,440,0.000883413,3/2/2021 0:00,3/2/2021 0:00,3,77.23279998,70.32272499,
440,441,0.000393457,3/2/2021 0:00,3/2/2021 0:00,3,77.22260261,70.31972122,
441,442,0.000348147,3/2/2021 0:00,3/2/2021 0:00,3,77.19005511,70.31372463,
442,443,0.00154715,3/2/2021 0:00,3/2/2021 0:00,3,77.17563396,70.31232929,
443,444,0.000641359,3/2/2021 0:00,3/2/2021 0:00,3,77.33725719,70.14588046,
444,445,0.000313415,3/2/2021 0:00,3/2/2021 0:00,3,77.34389299,70.15366206,
445,446,0.000565815,3/2/2021 0:00,3/2/2021 0:00,3,77.33406518,70.16185496,
446,447,0.000669063,3/2/2021 0:00,3/2/2021 0:00,3,77.3467714,70.1586273,
447,448,0.000158129,3/2/2021 0:00,3/2/2021 0:00,3,77.3232352,70.15659793,
448,449,0.000125393,3/2/2021 0:00,3/2/2021 0:00,3,77.30857222,70.16533005,
449,450,0.000666527,3/2/2021 0:00,3/2/2021 0:00,3,77.27192097,70.17362447,
450,451,0.000841378,3/2/2021 0:00,3/2/2021 0:00,3,77.29889978,70.15621149,
451,452,0.001057848,3/2/2021 0:00,3/2/2021 0:00,3,77.28219266,70.16014622,
452,453,0.001278253,3/2/2021 0:00,3/2/2021 0:00,3,77.2580521,70.16192434,
453,454,0.000634329,3/2/2021 0:00,3/2/2021 0:00,3,77.24802302,70.1620708,
454,455,0.001145442,3/2/2021 0:00,3/2/2021 0:00,3,77.23909989,70.15639527,
455,456,0.002560503,3/2/2021 0:00,3/2/2021 0:00,3,77.22325591,70.14650725,
456,457,0.007500726,3/2/2021 0:00,3/2/2021 0:00,3,77.21529822,70.12816766,
457,458,0.003777085,3/2/2021 0:00,3/2/2021 0:00,3,77.19639538,70.14233952,
458,459,0.001417838,3/2/2021 0:00,3/2/2021 0:00,3,77.15568001,70.13555653,
459,460,0.002107366,3/2/2021 0:00,3/2/2021 0:00,3,77.11007902,70.12693017,
460,461,0.002724862,3/2/2021 0:00,3/2/2021 0:00,3,77.13327722,70.11657204,
461,462,0.003133245,3/2/2021 0:00,3/2/2021 0:00,3,77.15794896,70.11474415,
462,463,0.001978932,3/2/2021 0:00,3/2/2021 0:00,3,77.14726202,70.09747436,
463,464,0.002499501,3/2/2021 0:00,3/2/2021 0:00,3,77.17342295,70.0912717,
464,465,0.007498759,3/2/2021 0:00,3/2/2021 0:00,3,77.18924476,70.11299615,
465,466,0.003229005,3/2/2021 0:00,3/2/2021 0:00,3,77.14660788,70.1552575,
466,467,0.001283901,3/2/2021 0:00,3/2/2021 0:00,3,77.12538093,70.14632961,
467,468,0.002009337,3/2/2021 0:00,3/2/2021 0:00,3,77.20832106,70.16330811,
468,469,0.00254059,3/2/2021 0:00,3/2/2021 0:00,3,77.15306428,70.1672396,
469,470,0.003782334,3/2/2021 0:00,3/2/2021 0:00,3,77.54539233,70.17117799,
470,471,0.001639737,3/2/2021 0:00,3/2/2021 0:00,3,77.52495431,70.17742575,
471,472,0.001352978,3/2/2021 0:00,3/2/2021 0:00,3,77.54367159,70.17892333,
472,473,0.001099382,3/2/2021 0:00,3/2/2021 0:00,3,77.52722011,70.2025951,
473,474,0.001519322,3/2/2021 0:00,3/2/2021 0:00,3,77.50309998,70.18899495,
474,475,0.002621393,3/2/2021 0:00,3/2/2021 0:00,3,77.48806823,70.18280004,
475,476,0.001322224,3/2/2021 0:00,3/2/2021 0:00,3,77.47116029,70.17188912,
476,477,0.00108664,3/2/2021 0:00,3/2/2021 0:00,3,77.42931043,70.18140224,
477,478,0.008229685,3/2/2021 0:00,3/2/2021 0:00,3,77.54006858,70.20698388,
478,479,0.002143649,3/2/2021 0:00,3/2/2021 0:00,1,69.0169,70.23271673,Active
479,480,0.003790828,3/2/2021 0:00,3/2/2021 0:00,1,69.01216625,70.23086006,General
480,481,0.001651539,3/2/2021 0:00,3/2/2021 0:00,1,69.01109717,70.23183154,Active
481,482,0.008030315,3/2/2021 0:00,3/2/2021 0:00,1,68.99048338,70.22744306,General
482,483,0.005430519,3/2/2021 0:00,3/2/2021 0:00,3,68.98011595,70.22682939,
483,484,0.006871098,3/2/2021 0:00,3/2/2021 0:00,3,68.99287398,70.24528285,
484,485,0.002831463,3/18/2021 0:00,3/18/2021 0:00,3,68.32249937,69.96891257,
485,486,0.000474357,3/18/2021 0:00,3/18/2021 0:00,3,68.34705985,69.9638257,
486,487,0.002482145,3/18/2021 0:00,3/18/2021 0:00,3,68.29726736,69.94801417,
487,488,0.002664959,3/18/2021 0:00,3/18/2021 0:00,3,68.38684038,69.94893696,
488,489,0.002643363,3/18/2021 0:00,3/18/2021 0:00,3,68.18898163,69.95837686,
489,490,0.001554377,3/18/2021 0:00,3/18/2021 0:00,3,68.25519129,69.97549274,
490,491,0.00060036,3/18/2021 0:00,3/18/2021 0:00,3,68.36775151,70.02751734,
491,492,0.002379334,3/18/2021 0:00,3/18/2021 0:00,3,68.41022097,69.89734475,
492,493,0.007872209,3/18/2021 0:00,3/18/2021 0:00,3,68.41798629,69.88310556,
493,494,0.001995872,3/18/2021 0:00,3/18/2021 0:00,3,68.49044786,69.86699519,
494,495,0.000987506,3/18/2021 0:00,3/18/2021 0:00,3,68.53257992,69.87856087,
495,496,0.001583106,3/18/2021 0:00,3/18/2021 0:00,3,68.471803,69.8850264,
496,497,0.001082564,3/18/2021 0:00,3/18/2021 0:00,3,68.47943508,69.95030527,
497,498,0.006065039,3/18/2021 0:00,3/18/2021 0:00,3,68.50780024,69.96473268,
498,499,0.001865669,3/18/2021 0:00,3/18/2021 0:00,3,67.70681697,69.79628107,
499,500,0.003201997,3/18/2021 0:00,3/18/2021 0:00,3,67.66330025,69.79989908,
500,501,0.002087717,3/18/2021 0:00,3/18/2021 0:00,3,67.61138635,69.79626563,
501,502,0.000974995,3/18/2021 0:00,3/18/2021 0:00,3,67.59046197,69.78598391,
502,503,0.0021559,3/18/2021 0:00,3/18/2021 0:00,3,67.75305229,69.76122955,
503,504,0.00194227,3/18/2021 0:00,3/18/2021 0:00,3,67.77594325,69.75292379,
504,505,0.003149342,3/18/2021 0:00,3/18/2021 0:00,3,67.86417746,69.755346,
505,506,0.002225628,3/18/2021 0:00,3/18/2021 0:00,3,67.92876962,69.75927098,
506,507,0.002760596,3/18/2021 0:00,3/18/2021 0:00,3,67.95393244,69.7044909,
507,508,0.001980374,3/18/2021 0:00,3/18/2021 0:00,3,67.94784108,69.69589261,
508,509,0.000961061,3/18/2021 0:00,3/18/2021 0:00,3,67.94900229,69.67575023,
509,510,0.002114294,3/18/2021 0:00,3/18/2021 0:00,3,67.95298863,69.66570027,
510,511,0.002748928,3/18/2021 0:00,3/18/2021 0:00,3,68.02545285,69.70293257,
511,512,0.007898244,3/18/2021 0:00,3/18/2021 0:00,3,68.00228503,69.72337108,
512,513,0.011862729,3/18/2021 0:00,3/18/2021 0:00,3,67.80603073,69.75311151,
513,514,0.003103651,3/18/2021 0:00,3/18/2021 0:00,3,67.77725425,69.77794001,
514,515,0.004832009,3/18/2021 0:00,3/18/2021 0:00,3,67.78067623,69.81399107,
515,516,0.001748349,3/18/2021 0:00,3/18/2021 0:00,3,67.77001272,69.83340072,
516,517,0.006252173,3/18/2021 0:00,3/18/2021 0:00,3,67.696405,69.832753,
517,518,0.000806506,3/18/2021 0:00,3/18/2021 0:00,3,67.5052322,69.87581329,
518,519,0.002369193,3/18/2021 0:00,3/18/2021 0:00,3,67.69866372,69.87278641,
519,520,0.000812432,3/18/2021 0:00,3/18/2021 0:00,3,67.66792502,69.87162489,
520,521,0.005081025,3/18/2021 0:00,3/18/2021 0:00,3,67.77639605,69.85264462,
521,522,0.001534362,3/18/2021 0:00,3/18/2021 0:00,3,67.82162621,69.87277122,
522,523,0.002709304,3/18/2021 0:00,3/18/2021 0:00,3,67.84335086,69.88406023,
523,524,0.002261923,3/18/2021 0:00,3/18/2021 0:00,3,67.79939978,69.90576758,
524,525,0.001491359,3/18/2021 0:00,3/18/2021 0:00,3,67.80068605,69.92085802,
525,526,0.003028841,3/18/2021 0:00,3/18/2021 0:00,3,67.79439031,69.93611167,
526,527,0.001454698,3/18/2021 0:00,3/18/2021 0:00,3,67.84539819,69.93722904,
527,528,0.000687195,3/18/2021 0:00,3/18/2021 0:00,3,67.85813431,69.94682301,
528,529,0.000810446,3/18/2021 0:00,3/18/2021 0:00,3,67.91050645,69.95738713,
529,530,0.001926301,3/18/2021 0:00,3/18/2021 0:00,3,67.89938612,69.95598541,
530,531,0.003511266,3/18/2021 0:00,3/18/2021 0:00,3,67.7772469,69.96733199,
531,532,0.000954358,3/18/2021 0:00,3/18/2021 0:00,3,67.75517923,69.96190213,
532,533,0.00088213,3/18/2021 0:00,3/18/2021 0:00,3,67.72599507,69.95707539,
533,534,0.009866407,3/18/2021 0:00,3/18/2021 0:00,3,67.56851611,69.96532795,
534,535,0.001180532,3/18/2021 0:00,3/18/2021 0:00,3,67.54114356,69.97066304,
535,536,0.000475469,3/18/2021 0:00,3/18/2021 0:00,3,67.52934543,69.96896219,
536,537,0.000673931,3/18/2021 0:00,3/18/2021 0:00,3,67.47972131,69.96298523,
537,538,0.001292632,3/18/2021 0:00,3/18/2021 0:00,3,67.46165148,69.96112498,
538,539,0.003752848,3/18/2021 0:00,3/18/2021 0:00,3,68.54294807,69.85862906,
539,540,0.001326586,3/18/2021 0:00,3/18/2021 0:00,3,68.47001326,69.82537005,
540,541,0.001046719,3/18/2021 0:00,3/18/2021 0:00,3,68.53846849,69.83500765,
541,542,0.000619059,3/18/2021 0:00,3/18/2021 0:00,3,68.59778032,69.82938609,
542,543,0.000582412,3/18/2021 0:00,3/18/2021 0:00,3,68.60590793,69.82314973,
543,544,0.00422717,3/18/2021 0:00,3/18/2021 0:00,3,68.45769101,69.90156458,
544,545,0.002244257,3/18/2021 0:00,3/18/2021 0:00,3,68.33953104,69.93331577,
545,546,0.002427499,3/18/2021 0:00,3/18/2021 0:00,3,68.17125866,69.96994691,
546,547,0.001924179,3/18/2021 0:00,3/18/2021 0:00,3,68.09761644,69.97208923,
547,548,0.000679819,3/18/2021 0:00,3/18/2021 0:00,3,68.0587824,69.96563882,
548,549,0.00066182,3/18/2021 0:00,3/18/2021 0:00,3,68.0982598,69.95888357,
549,550,0.000686429,3/18/2021 0:00,3/18/2021 0:00,3,68.13395001,69.95465265,
550,551,0.000696335,3/18/2021 0:00,3/18/2021 0:00,3,68.11730349,69.97029882,
551,552,0.001412919,3/18/2021 0:00,3/18/2021 0:00,3,68.13287785,69.98225983,
552,553,0.000939503,3/18/2021 0:00,3/18/2021 0:00,3,68.10492169,69.98949368,
553,554,0.000383893,3/18/2021 0:00,3/18/2021 0:00,3,68.11820997,70.0027048,
554,555,0.000582999,3/18/2021 0:00,3/18/2021 0:00,3,68.16497755,70.02985243,
555,556,0.000726162,3/18/2021 0:00,3/18/2021 0:00,3,68.13349598,70.03460836,
556,557,0.000596468,3/18/2021 0:00,3/18/2021 0:00,3,68.12197764,70.05090896,
557,558,0.001362649,3/18/2021 0:00,3/18/2021 0:00,3,68.04885093,70.06067466,
558,559,0.004220976,3/18/2021 0:00,3/18/2021 0:00,3,68.00097285,70.06158891,
559,560,0.001794653,3/18/2021 0:00,3/18/2021 0:00,3,67.95008064,70.05604095,
560,561,0.001551841,3/18/2021 0:00,3/18/2021 0:00,3,67.90306431,70.05330058,
561,562,0.001469238,3/18/2021 0:00,3/18/2021 0:00,3,67.83420451,70.05214046,
562,563,0.008719937,3/18/2021 0:00,3/18/2021 0:00,3,67.77838601,70.04820707,
563,564,0.004060036,3/18/2021 0:00,3/18/2021 0:00,3,67.74237589,70.04073358,
564,565,0.002275336,3/18/2021 0:00,3/18/2021 0:00,3,67.6553156,70.07307116,
565,566,0.003025861,3/18/2021 0:00,3/18/2021 0:00,3,67.63652652,70.06841763,
566,567,0.004582797,3/18/2021 0:00,3/18/2021 0:00,3,67.59515917,70.07518712,
567,568,0.001233726,3/18/2021 0:00,3/18/2021 0:00,3,67.57776444,70.07006099,
568,569,0.00203093,3/18/2021 0:00,3/18/2021 0:00,3,67.56398906,70.06257765,
569,570,0.006625997,3/18/2021 0:00,3/18/2021 0:00,3,67.5520753,70.07297997,
570,571,0.003246154,3/18/2021 0:00,3/18/2021 0:00,3,67.55373962,70.10458344,
571,572,0.000911598,3/18/2021 0:00,3/18/2021 0:00,3,67.54118158,70.11663786,
572,573,0.002935552,3/18/2021 0:00,3/18/2021 0:00,3,67.50924139,70.11901526,
573,574,0.00303211,3/18/2021 0:00,3/18/2021 0:00,3,67.56996879,70.12789839,
574,575,0.004679687,3/18/2021 0:00,3/18/2021 0:00,3,67.51547653,70.15469512,
575,576,0.025962098,3/18/2021 0:00,3/18/2021 0:00,3,70.24868173,67.55449005,
576,577,0.002510624,3/18/2021 0:00,3/18/2021 0:00,3,67.58857271,70.13591078,
577,578,0.000591746,3/18/2021 0:00,3/18/2021 0:00,3,67.58021242,70.17040031,
578,579,0.001747849,3/18/2021 0:00,3/18/2021 0:00,3,67.52146444,70.1660035,
579,580,0.001006787,3/18/2021 0:00,3/18/2021 0:00,3,67.49335658,70.1856316,
580,581,0.000535642,3/18/2021 0:00,3/18/2021 0:00,3,67.52138675,70.18329657,
581,582,0.000471025,3/18/2021 0:00,3/18/2021 0:00,3,67.48561367,70.17285327,
582,583,0.00086658,3/18/2021 0:00,3/18/2021 0:00,3,67.60707413,70.18373013,
583,584,0.001371583,3/18/2021 0:00,3/18/2021 0:00,3,67.60066778,70.16416791,
584,585,0.000301462,3/18/2021 0:00,3/18/2021 0:00,3,67.62814619,70.16189735,
585,586,0.000748952,3/18/2021 0:00,3/18/2021 0:00,3,67.63828781,70.17540949,
586,587,0.001007996,3/18/2021 0:00,3/18/2021 0:00,3,67.65171794,70.15456114,
587,588,0.001412403,3/18/2021 0:00,3/18/2021 0:00,3,67.59764184,70.15114595,
588,589,0.001264041,3/18/2021 0:00,3/18/2021 0:00,3,67.66675769,70.16538437,
589,590,0.001178601,3/18/2021 0:00,3/18/2021 0:00,3,67.5922713,70.12190473,
590,591,0.000735952,3/18/2021 0:00,3/18/2021 0:00,3,67.60819335,70.11679012,
591,592,0.000973888,3/18/2021 0:00,3/18/2021 0:00,3,67.58986924,70.09969992,
592,593,0.000753522,3/18/2021 0:00,3/18/2021 0:00,3,67.66097853,70.10436261,
593,594,0.001671249,3/18/2021 0:00,3/18/2021 0:00,3,67.69360937,70.10909164,
594,595,0.000732408,3/18/2021 0:00,3/18/2021 0:00,3,67.74238949,70.13528993,
595,596,0.000711981,3/18/2021 0:00,3/18/2021 0:00,3,67.65753563,70.13015722,
596,597,0.000605118,3/18/2021 0:00,3/18/2021 0:00,3,67.68497869,70.18295247,
597,598,0.001272365,3/18/2021 0:00,3/18/2021 0:00,3,67.65359069,70.17623904,
598,599,0.001716583,3/18/2021 0:00,3/18/2021 0:00,3,67.62482064,70.19620699,
599,600,0.001671275,3/18/2021 0:00,3/18/2021 0:00,3,67.70183338,70.19549352,
600,601,0.002559387,3/18/2021 0:00,3/18/2021 0:00,3,67.53386863,70.20357663,
601,602,0.005518942,3/18/2021 0:00,3/18/2021 0:00,3,67.6663371,70.21459978,
602,603,0.002455445,3/18/2021 0:00,3/18/2021 0:00,3,67.76825312,70.18003947,
603,604,0.001056313,3/18/2021 0:00,3/18/2021 0:00,3,67.83109093,70.1676604,
604,605,0.002758885,3/18/2021 0:00,3/18/2021 0:00,3,67.86026768,70.18630292,
605,606,0.021989995,3/18/2021 0:00,3/18/2021 0:00,3,67.81774643,70.19963989,
606,607,0.000608688,3/18/2021 0:00,3/18/2021 0:00,3,67.90433946,70.20344967,
607,608,0.000153132,3/18/2021 0:00,3/18/2021 0:00,3,67.89058412,70.19694103,
608,609,0.000118246,3/18/2021 0:00,3/18/2021 0:00,3,67.92412377,70.19666223,
609,610,7.40284E-05,3/18/2021 0:00,3/18/2021 0:00,3,67.9442295,70.19216568,
610,611,0.000408592,3/18/2021 0:00,3/18/2021 0:00,3,67.94993469,70.20610626,
611,612,0.000505527,3/18/2021 0:00,3/18/2021 0:00,3,67.92180412,70.18748684,
612,613,0.000214113,3/18/2021 0:00,3/18/2021 0:00,3,67.95636177,70.18868483,
613,614,0.000463489,3/18/2021 0:00,3/18/2021 0:00,3,67.97639918,70.19923227,
614,615,0.000365416,3/18/2021 0:00,3/18/2021 0:00,3,67.99740451,70.2094241,
615,616,0.000421633,3/18/2021 0:00,3/18/2021 0:00,3,68.04787987,70.21089819,
616,617,0.000167537,3/18/2021 0:00,3/18/2021 0:00,3,68.05471856,70.19155205,
617,0,0,,,1,68.44895208,69.62675994,General
618,0,0,,,1,78.19661159,70.29488334,General
619,0,0,,,1,68.33476079,69.95439347,General
620,0,0,,,1,68.41423522,69.63383306,General
621,0,0,,,1,68.50736263,69.84673983,General
622,0,0,,,1,68.51998388,70.12777134,Active
623,0,0,,,1,68.5207452,70.12649943,Active
624,0,0,,,1,68.52191935,70.13379797,Active
625,0,0,,,1,68.56246933,70.08920697,Active
626,0,0,,,1,79.07751535,71.40556548,General
627,0,0,,,1,79.09407734,71.41618376,General
628,0,0,,,1,77.90453157,70.14488461,Active
629,0,0,,,1,77.86588961,70.18567768,General
630,0,0,,,1,77.82594362,70.15846542,General
631,0,0,,,1,77.81965693,70.158678,General
632,0,0,,,1,77.95952017,70.23589793,General
633,0,0,,,1,78.18183276,70.30788782,General
634,0,0,,,1,77.8411113,70.21924126,General
635,0,0,,,1,77.84294212,70.21901993,Active
636,0,0,,,1,76.34998123,69.73553111,General
637,0,0,,,1,76.29350072,69.86817258,General
638,0,0,,,1,70.25491523,69.22441024,General
639,0,0,,,1,70.24603869,69.22095345,General
640,0,0,,,1,78.39016606,70.29244161,General
641,0,0,,,1,79.2304793,71.43784264,General
642,0,0,,,1,77.95118487,70.24902292,General
643,0,0,,,1,68.65581655,70.09655981,General
644,0,0,,,1,68.53167137,69.85514393,Active
645,0,0,,,1,68.53516209,70.16421546,General
646,0,0,,,1,68.47757198,70.06671413,Active
647,0,0,,,1,68.4204458,70.03619109,General
648,0,0,,,1,68.41438025,70.00568718,Active
649,0,0,,,1,68.41380776,70.00534816,General
650,0,0,,,1,68.47960941,69.91267882,Active
651,0,0,,,1,68.47882171,69.91265656,General
652,0,0,,,1,68.43739959,69.91042585,Active
653,0,0,,,1,69.01698483,70.23277412,General
654,0,0,,,1,69.01312039,70.23096384,Active
655,0,0,,,1,68.99019628,70.22717002,Active
656,0,0,,,1,68.49220468,69.63344154,General
657,0,0,,,1,68.36476915,69.9723293,Active
658,0,0,,,1,80.9813265,71.24852719,Active
659,0,0,,,1,68.36941087,70.06948979,Active
660,0,0,,,1,68.34139181,70.01545492,Active
661,0,0,,,1,81.21102254,71.15995962,Active
662,0,0,,,1,79.24860559,71.187722,Active
663,0,0,,,1,79.24632141,71.18806147,Active
